"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","Jn12ke src","e4rVHe"
"https://www.google.com.br/maps/place/Suely+e+Pablo/data=!4m7!3m6!1s0x9767e243cf6371:0x9e1b16497d1cf716!8m2!3d-22.8656439!4d-42.4238925!16s%2Fg%2F11l2lrw51f!19sChIJcWPPQ-JnlwARFvccfUkWG54?authuser=0&hl=pt-BR&rclk=1","Suely e Pablo","","","Advogado","·","Rua Noêmia Lucas Pereira, 09 - Bicuíba","Aberto agora","","","","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Amorim+Advogados/data=!4m7!3m6!1s0x97673ef84e8f7b:0xbcebd57b41910995!8m2!3d-22.8915416!4d-42.4675451!16s%2Fg%2F11vwh1mk_z!19sChIJe49O-D5nlwARlQmRQXvV67w?authuser=0&hl=pt-BR&rclk=1","Amorim Advogados","","","Escritório de advocacia","·","R. Prof. Francisco Fonseca, 235 - sala 104","Aberto","⋅ Fecha às 18:00","·","(22) 99963-5354","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Juliana+Abreu+Advogada/data=!4m7!3m6!1s0x975de5ee57e7cf:0xa7a833c87a022fbc!8m2!3d-22.8932548!4d-42.4715939!16s%2Fg%2F11lm2y4m31!19sChIJz-dX7uVdlwARvC8CesgzqKc?authuser=0&hl=pt-BR&rclk=1","Juliana Abreu Advogada","5,0","(1)","Escritório de advocacia","·","Rua José Beijo de Amorim, 88","Aberto","⋅ Fecha às 17:00","·","(22) 98828-2977","https://instagram.com/julianaabreuadv?utm_medium=copy_link","","Website","","Rotas","","",""
"https://www.google.com.br/maps/place/Mariana+Pedroso+Advogados+%7C+Advogado+Saquarema/data=!4m7!3m6!1s0x975ffc200fb473:0x1694b3971170081c!8m2!3d-22.9153979!4d-42.4767589!16s%2Fg%2F11h40907tv!19sChIJc7QPIPxflwARHAhwEZezlBY?authuser=0&hl=pt-BR&rclk=1","Mariana Pedroso Advogados | Advogado Saquarema","5,0","(92)","Escritório de advocacia","·","Av. Saquarema, 2860 - sala 104","Aberto","⋅ Fecha às 18:00","·","(22) 3205-2780","https://marianapedrosoadvogados.com.br/","","Website","","Rotas","""Parabenizo a equipe de advogados pelo excelente trabalho realizado.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Talita+Gl%C3%B3ria+Advocacia+%26+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x975d3c5c3b40a5:0xfb79cb66a412d2b3!8m2!3d-22.8932285!4d-42.4704439!16s%2Fg%2F11kb_r9pl0!19sChIJpUA7XDxdlwARs9ISpGbLefs?authuser=0&hl=pt-BR&rclk=1","Talita Glória Advocacia & Consultoria Jurídica","5,0","(1)","Advogado","·","R. Prof. Souza, 111 - Sobreloja","Aberto","⋅ Fecha às 18:00","·","(22) 99888-5599","http://talitagloriaadvogados.com/","","Website","","Rotas","","",""
"https://www.google.com.br/maps/place/SANDRO+ROCHA+ADVOCACIA/data=!4m7!3m6!1s0x975dde9bc016c7:0x690d8ebfe5f4c46d!8m2!3d-22.8954956!4d-42.4710385!16s%2Fg%2F11wq051p90!19sChIJxxbAm95dlwARbcT05b-ODWk?authuser=0&hl=pt-BR&rclk=1","SANDRO ROCHA ADVOCACIA","5,0","(2)","Advogado","·","R. Beatriz Amaral Pereira, 26 - 3ºANDAR, SALA 15","Aberto","⋅ Fecha às 18:00","·","(22) 99924-4009","https://www.sandrorocha.adv.br/","","Website","","Rotas","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Thyago+Villanova+Fazanelli+Advogados+Associados/data=!4m7!3m6!1s0x9767064269576b:0x9bb9fa5a99d467c!8m2!3d-22.890503!4d-42.4661853!16s%2Fg%2F11spn8xw0w!19sChIJa1dpQgZnlwARfEadqaWfuwk?authuser=0&hl=pt-BR&rclk=1","Thyago Villanova Fazanelli Advogados Associados","","","Advogado","·","Rodovia Amaral Peixoto, Km 71 140, SL 01","Aberto","⋅ Fecha às 17:30","·","(22) 99234-3953","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Escrit%C3%B3rio+de+Advocacia+Evaldo+Freires/data=!4m7!3m6!1s0x975d67ec4227e5:0x166f7f6e64ea3b6e!8m2!3d-22.8947583!4d-42.4715021!16s%2Fg%2F11krhy5819!19sChIJ5SdC7GddlwARbjvqZG5_bxY?authuser=0&hl=pt-BR&rclk=1","Escritório de Advocacia Evaldo Freires","5,0","(1)","Advogado","·","R. José B de Amorim, 18","Aberto","⋅ Fecha às 18:00","·","(22) 98822-3093","","","Rotas","","","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Advocacia+Silvia+Souza/data=!4m7!3m6!1s0x975e772a054011:0x479313fffa750c0d!8m2!3d-22.915721!4d-42.4771309!16s%2Fg%2F11btth1pkp!19sChIJEUAFKndelwARDQx1-v8Tk0c?authuser=0&hl=pt-BR&rclk=1","Advocacia Silvia Souza","4,9","(332)","Escritório de advocacia","·","·","Aberto","⋅ Fecha às 18:00","Av. Saquarema, 2811","(22) 3199-0799","http://www.silviasouza.adv.br/","","Website","","Rotas","""Maravilhosa, escritório e profissionais muito competentes e resolutivos.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Advocacia+Silvia+Souza+%7C+Filial+Barreira/data=!4m7!3m6!1s0x975fa5dbbd05e7:0x75d01a78fc4c7635!8m2!3d-22.8918851!4d-42.4786299!16s%2Fg%2F11vf41092y!19sChIJ5wW926VflwARNXZM_Hga0HU?authuser=0&hl=pt-BR&rclk=1","Advocacia Silvia Souza | Filial Barreira","5,0","(1)","Escritório de advocacia","·","R. Manoel Domingos dos Santos, 650 - Loja 03","Fecha em breve","⋅ 16:00 ⋅ Abre qui. às 08:00","·","(21) 98666-0999","https://silviasouza.adv.br/","","Website","","Rotas","","",""
"https://www.google.com.br/maps/place/Lima+e+Soares+advogados/data=!4m7!3m6!1s0x975da77b0cff3d:0x4bdf370e5bdfb690!8m2!3d-22.8951714!4d-42.4699644!16s%2Fg%2F11vr1td86n!19sChIJPf8Me6ddlwARkLbfWw4330s?authuser=0&hl=pt-BR&rclk=1","Lima e Soares advogados","5,0","(6)","Empresa de advocacia","·","R. Heitor Bravo, 60","Fechado","⋅ Abre qui. às 10:00","·","(22) 99762-1661","","","Rotas","","","""Advogados competentes.. super indico.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Jo%C3%A3o+Gl%C3%B3ria+-+Advocacia/data=!4m7!3m6!1s0x97677b5212efd9:0x86b071ea0ed6894e!8m2!3d-22.8929755!4d-42.4684076!16s%2Fg%2F11h7jftgbv!19sChIJ2e8SUntnlwARTonWDupxsIY?authuser=0&hl=pt-BR&rclk=1","João Glória - Advocacia","5,0","(3)","Advogado(a) civil","·","R. Prof. Francisco Fonseca, 55 - sobreloja","Aberto agora","","·","(22) 2653-2950","","","Rotas","","","""Um excelente advogado!""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/VP+Advocacia/data=!4m7!3m6!1s0x975dc78eda552f:0x8aa7d48b846a3224!8m2!3d-22.9019514!4d-42.461542!16s%2Fg%2F11pd2zvv5w!19sChIJL1XajsddlwARJDJqhIvUp4o?authuser=0&hl=pt-BR&rclk=1","VP Advocacia","","","Advogado","·","R. Jacarepiá, 2080","Aberto 24 horas","","·","(21) 98129-4893","https://www.facebook.com/seujuridicoonline","","Website","","Rotas","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Advocacia+Expressa/data=!4m7!3m6!1s0x9760aabe9079d1:0xb2db05b57662191d!8m2!3d-22.8900781!4d-42.4735123!16s%2Fg%2F11c2ptxpkj!19sChIJ0XmQvqpglwARHRlidrUF27I?authuser=0&hl=pt-BR&rclk=1","Advocacia Expressa","4,5","(2)","Advogado","·","R. Prof. Souza","","","","","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/Coelho+%26+Lisboa+Advocacia+Especializada/data=!4m7!3m6!1s0x975d454efe99bf:0x6868fae6d0360838!8m2!3d-22.8940004!4d-42.4718199!16s%2Fg%2F11l75tx_9q!19sChIJv5n-TkVdlwAROAg20Ob6aGg?authuser=0&hl=pt-BR&rclk=1","Coelho & Lisboa Advocacia Especializada","","","Advogado","·","Rua José Beijo Amorim, 47 - loja 6","Aberto","⋅ Fecha às 17:00","·","(22) 99998-5973","https://www.coelhoelisboa.adv.br/","","Website","","Rotas","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/SOUZA+%26+ANDRADE/data=!4m7!3m6!1s0x975fbd72e46d87:0x1b13b32ee115c0c5!8m2!3d-22.8950173!4d-42.4725537!16s%2Fg%2F11w1k1n_yz!19sChIJh23kcr1flwARxcAV4S6zExs?authuser=0&hl=pt-BR&rclk=1","SOUZA & ANDRADE","","","Advogado","·","Rua: Capitão Nunes, 92","Aberto","⋅ Fecha às 16:30","·","(22) 98120-0878","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Gide%C3%A3o+Paix%C3%A3o+Mendes/data=!4m7!3m6!1s0x975d9de9f6c87b:0x20b38e6d242fc35e!8m2!3d-22.8932059!4d-42.4716254!16s%2Fg%2F11vsbn9z05!19sChIJe8j26Z1dlwARXsMvJG2OsyA?authuser=0&hl=pt-BR&rclk=1","Gideão Paixão Mendes","","","Advogado criminal","·","RUA JOSÉ DO BEIJO AMORIM, 88 - loja 01","Aberto","⋅ Fecha às 18:00","·","(22) 99104-2624","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/DMD+ADVOCACIA+SUSTENT%C3%81VEL/data=!4m7!3m6!1s0x975f5e2697d733:0xb4603269d1adf05b!8m2!3d-22.9066911!4d-42.4752389!16s%2Fg%2F11kq3ytpk7!19sChIJM9eXJl5flwARW_Ct0WkyYLQ?authuser=0&hl=pt-BR&rclk=1","DMD ADVOCACIA SUSTENTÁVEL","4,0","(4)","Advogado","·","·","Aberto","⋅ Fecha às 20:00","Av. Saquarema, n° 3.001 - LOJA 3","(21) 97100-6149","https://dmdadvocaciasustentavel.com.br/","","Website","","Rotas","""Podem confiar, fui muito bem atendido e consegui meu benefício.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Diogenes+Ramos+Advocacia/data=!4m7!3m6!1s0x976924786dc62d:0x533a7f3a265c830!8m2!3d-22.8936426!4d-42.3631521!16s%2Fg%2F11s864y45g!19sChIJLcZteCRplwARMMhlovOnMwU?authuser=0&hl=pt-BR&rclk=1","Diogenes Ramos Advocacia","5,0","(1)","Advogado","·","·","Aberto","⋅ Fecha às 17:00","R. Guimarães Rodrigues, 37 - frente","(22) 98809-7950","http://diogenesramosadvocacia.jur.adv.br/","","Website","","Rotas","","",""
"https://www.google.com.br/maps/place/J%C3%BAlia+Cabral+Advocacia/data=!4m7!3m6!1s0x2e797a4877b9d6f3:0x2cace36f23190f58!8m2!3d-22.3269215!4d-45.0993127!16s%2Fg%2F11v9vs4rcl!19sChIJ89a5d0h6eS4RWA8ZI2_jrCw?authuser=0&hl=pt-BR&rclk=1","Júlia Cabral Advocacia","5,0","(22)","Advogado(a) civil","","·","Aberto","⋅ Fecha às 18:00","","(22) 99243-1446","","","Rotas","","","""Muito atenciosa, excelente profissional!""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Nirello+e+Rosa+Sociedade+de+advogados/data=!4m7!3m6!1s0x9769160ddf0a79:0xb7ae49fcd40c9ecb!8m2!3d-22.877758!4d-42.340306!16s%2Fg%2F11b76ndkvr!19sChIJeQrfDRZplwARy54M1PxJrrc?authuser=0&hl=pt-BR&rclk=1","Nirello e Rosa Sociedade de advogados","4,7","(23)","Advogado","·","AV. JOHN KENNEDY Nº 150 – 2º PISO GRUPO 231/232/233","Aberto","⋅ Fecha às 18:00","·","(22) 2673-1913","http://www.nirelloerosa.com.br/","","Website","","Rotas","""Ponto de referência do escritório, por favor.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Advogado+Saquarema+Renato+Ribeiro/data=!4m7!3m6!1s0x975d3ae6fcf5d3:0x5b61628acf0814c5!8m2!3d-22.8947295!4d-42.4704213!16s%2Fg%2F11j6_4wzby!19sChIJ0_X85jpdlwARxRQIz4piYVs?authuser=0&hl=pt-BR&rclk=1","Advogado Saquarema Renato Ribeiro","","","Partido Político","·","Av. Saquarema, 5414 - sala 07","","","","(22) 98123-5457","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Advogada+Familiarista+-+Dra+Lorrayne+Porto/data=!4m7!3m6!1s0x9769424a6494f5:0xc2f07a9f420001e4!8m2!3d-22.8754563!4d-42.3403522!16s%2Fg%2F11w3xf17_9!19sChIJ9ZRkSkJplwAR5AEAQp968MI?authuser=0&hl=pt-BR&rclk=1","Advogada Familiarista - Dra Lorrayne Porto","5,0","(19)","Advogado de Direito de Família","·","·","Aberto","⋅ Fecha às 17:00","Av. Nilo Peçanha, 259","(22) 99794-6781","","","Rotas","","","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Advogada+Familiarista+-+Ilka+Nolasco/data=!4m7!3m6!1s0x97692d7d42914f:0x2bf7baa65bd9bf5a!8m2!3d-22.8754563!4d-42.3403522!16s%2Fg%2F11y6ktw7cj!19sChIJT5FCfS1plwARWr_ZW6a69ys?authuser=0&hl=pt-BR&rclk=1","Advogada Familiarista - Ilka Nolasco","5,0","(35)","Advogado de Direito de Família","·","Av. Nilo Peçanha, 259 - sala 412","Aberto","⋅ Fecha às 18:00","·","(22) 99779-6649","https://ilkanolasco.com.br/inventario-e-planejamento-sucessorio/","","Website","","Rotas","""Uma excelente advogada muito competente e atenciosa""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Louise+Cordeiro+-+Advogada+Criminalista/data=!4m7!3m6!1s0x9769604140e525:0x9069398077cd12a!8m2!3d-22.8754563!4d-42.3403522!16s%2Fg%2F11kq61hpvz!19sChIJJeVAQWBplwARKtF8B5iTBgk?authuser=0&hl=pt-BR&rclk=1","Louise Cordeiro - Advogada Criminalista","5,0","(74)","Advogado","·","Av. Nilo Peçanha, 259","Aberto 24 horas","","·","(22) 98834-8318","https://wa.me/message/CTKJX2NXLRZKM1","","Website","","Rotas","Agendamento on-line","",""
"https://www.google.com.br/maps/place/GS+Advogados/data=!4m7!3m6!1s0x975e749466f9c7:0xd4efed130966e157!8m2!3d-22.9107886!4d-42.4763257!16s%2Fg%2F11gdlsyh7h!19sChIJx_lmlHRelwARV-FmCRPt79Q?authuser=0&hl=pt-BR&rclk=1","GS Advogados","5,0","(1)","Escritório de advocacia","·","Av. Saquarema, 3253","","","","(22) 2651-9496","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/Advogado+INSS,+C%C3%8DVEL+E+TRABALHISTA+-+Regi%C3%A3o+dos+Lagos+-+Dra.+Cl%C3%A1udia+Pereira/data=!4m7!3m6!1s0x976d4e7c4b092f:0x18df5041ecf1f346!8m2!3d-22.8761554!4d-42.3395768!16s%2Fg%2F11rhbry_6w!19sChIJLwlLfE5tlwARRvPx7EFQ3xg?authuser=0&hl=pt-BR&rclk=1","Advogado INSS, CÍVEL E TRABALHISTA - Região dos Lagos - Dra. Cláudia Pereira","5,0","(5)","Empresa de advocacia","·","·","Aberto","⋅ Fecha às 17:00","Av. Nilo Peçanha, 167 - sala 219","(22) 99958-2875","https://advogadotrabalhistaregiaodoslagos.webnode.page/","","Website","","Rotas","Serviços no local","",""
"https://www.google.com.br/maps/place/%C3%9Anica+DPVAT/data=!4m7!3m6!1s0x976755f895741f:0xf6ac1722405ab57b!8m2!3d-22.892801!4d-42.467935!16s%2Fg%2F11c743m42b!19sChIJH3SV-FVnlwARe7VaQCIXrPY?authuser=0&hl=pt-BR&rclk=1","Única DPVAT","","","Advogado de seguros","·","R. Prof. Francisco Fonseca, 86 - SALA 101","Aberto","⋅ Fecha às 17:00","·","(21) 3313-1128","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Ferreira+e+Garcia+Advogados+Associados/data=!4m7!3m6!1s0x976d932d84c36b:0x802440e9f5e54d70!8m2!3d-22.8753057!4d-42.3378665!16s%2Fg%2F1tzvxslf!19sChIJa8OELZNtlwARcE3l9elAJIA?authuser=0&hl=pt-BR&rclk=1","Ferreira e Garcia Advogados Associados","5,0","(38)","Advogado tributarista","·","Rua Coronel - R. Francisco Alves da Silva, 72 - sala 110","Aberto","⋅ Fecha às 17:00","·","(22) 98811-7935","http://www.ferreiragarciaadv.com/","","Website","","Rotas","Serviços no local","",""
"https://www.google.com.br/maps/place/Advogada+Previdenci%C3%A1ria+-+Danielle+Le%C3%A3o/data=!4m7!3m6!1s0x9769cab2cefca5:0xd5cefd13122d7c0b!8m2!3d-22.8726382!4d-42.3412926!16s%2Fg%2F11y1knzrr2!19sChIJpfzOsspplwARC3wtEhP9ztU?authuser=0&hl=pt-BR&rclk=1","Advogada Previdenciária - Danielle Leão","5,0","(29)","Advogado previdenciário","·","Av. Nilo Peçanha","Aberto","⋅ Fecha às 17:00","·","(22) 99995-9473","","","Rotas","","","""Super atenciosa, proativa e ágil;""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Miranda+Advocacia/data=!4m7!3m6!1s0x975d000b53150f:0xacd436af453c53ec!8m2!3d-22.8928936!4d-42.4679695!16s%2Fg%2F11vr1gd696!19sChIJDxVTCwBdlwAR7FM8Ra821Kw?authuser=0&hl=pt-BR&rclk=1","Miranda Advocacia","","","Escritório de advocacia","·","R. Prof. Francisco Fonseca, 86 - Sala 03","","","","","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Dra.+Thiara+Aguiar+-+Advogada/data=!4m7!3m6!1s0x975ff92d33daaf:0x7c70c063835dce64!8m2!3d-22.9168451!4d-42.4770737!16s%2Fg%2F11ry_t7gn7!19sChIJr9ozLflflwARZM5dg2PAcHw?authuser=0&hl=pt-BR&rclk=1","Dra. Thiara Aguiar - Advogada","","","Advogado","·","·","Aberto","⋅ Fecha às 18:00","Escritório Silvia - Avenida Saquarema, R. Berenicio Lucidio de Souza, 2811 - Loja 01","(22) 99937-7360","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/VP+Adocacia/data=!4m7!3m6!1s0x975dcce3159701:0xa2f15fde1aec6f9a!8m2!3d-22.9018426!4d-42.4609132!16s%2Fg%2F11rj6c0k__!19sChIJAZcV48xdlwARmm_sGt5f8aI?authuser=0&hl=pt-BR&rclk=1","VP Adocacia","","","Advogado","·","R. Aureo Vignoly De Carvalho, 672","Aberto agora","","·","(21) 98129-4893","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/ADVOGADO+ESPECIALISTA+EM+INSS-+Dra.Rebeca+Paschoal/data=!4m7!3m6!1s0xaa77f01257dde211:0xa1b6f42dc3d54b3a!8m2!3d-14.4095262!4d-51.31668!16s%2Fg%2F11y3xt_jsn!19sChIJEeLdVxLwd6oROkvVwy30tqE?authuser=0&hl=pt-BR&rclk=1","ADVOGADO ESPECIALISTA EM INSS- Dra.Rebeca Paschoal","5,0","(19)","Advogado previdenciário","","·","Aberto","⋅ Fecha às 17:00","","(22) 99752-9032","","","Rotas","","","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Escrit%C3%B3rio+de+Advocacia+Dr+Rafael+Barbosa+Nogueira/data=!4m7!3m6!1s0x9769da2ebe128d:0x43501a65e7bbf233!8m2!3d-22.8754516!4d-42.3402147!16s%2Fg%2F11h26dxtjd!19sChIJjRK-LtpplwARM_K752UaUEM?authuser=0&hl=pt-BR&rclk=1","Escritório de Advocacia Dr Rafael Barbosa Nogueira","5,0","(19)","Advogado de práticas gerais","·","Av. Nilo Peçanha, 259 - sala 111","Aberto 24 horas","","·","(22) 99974-2234","","","Rotas","","","Serviços no local","",""
"https://www.google.com.br/maps/place/Escritorio+de+advocacia+Dr.+Alexandre+Vasconcelos+Varaj%C3%A3o/data=!4m7!3m6!1s0x975f827cb63035:0x6ca8ee25e0b0a4e0!8m2!3d-22.8989915!4d-42.4739885!16s%2Fg%2F11fm6q4x0g!19sChIJNTC2fIJflwAR4KSw4CXuqGw?authuser=0&hl=pt-BR&rclk=1","Escritorio de advocacia Dr. Alexandre Vasconcelos Varajão","","","Escritório de advocacia","·","Av. Saquarema, nº 4700","Fechado","⋅ Abre qui. às 09:00","·","(22) 99885-5015","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Rodrigo+Cardoso+Advogado+Criminalista/data=!4m7!3m6!1s0x97696daa7f1def:0xda82c358e7331352!8m2!3d-22.8754563!4d-42.3403522!16s%2Fg%2F11m5rl4x2m!19sChIJ7x1_qm1plwARUhMz51jDgto?authuser=0&hl=pt-BR&rclk=1","Rodrigo Cardoso Advogado Criminalista","4,9","(17)","Advogado","·","Av. Nilo Peçanha, 259 - 4andar sl 412","Aberto 24 horas","","·","(22) 99978-8512","","","Rotas","","","""Excelente advogado, sempre lutando pelos direitos dos clientes.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Paulo+de+Almeida+Santos/data=!4m7!3m6!1s0x975d174fc5b2d1:0xcb53e564216cba0d!8m2!3d-22.8952675!4d-42.4708217!16s%2Fg%2F11fb0q1mn0!19sChIJ0bLFTxddlwARDbpsIWTlU8s?authuser=0&hl=pt-BR&rclk=1","Paulo de Almeida Santos","","","Advogado","·","RJ-128, 71","Aberto agora","","·","(22) 99822-8719","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Vin%C3%ADcius+Alves+-+Advogado+-+Escrit%C3%B3rio+de+Advocacia+e+Consultoria+Jur%C3%ADdica+em+Araruama/data=!4m7!3m6!1s0x9769b37a5c9cef:0x4aa80296128eb49b!8m2!3d-22.8715212!4d-42.3370912!16s%2Fg%2F11wft2j7qd!19sChIJ75xcerNplwARm7SOEpYCqEo?authuser=0&hl=pt-BR&rclk=1","Vinícius Alves - Advogado - Escritório de Advocacia e Consultoria Jurídica em Araruama","5,0","(11)","Advogado","·","R. Pref. João Vasconcelos, 155 - loja A","Aberto","⋅ Fecha às 17:00","·","(22) 99727-7563","https://advogadoviniciusalves.my.canva.site/","","Website","","Rotas","Serviços no local","",""
"https://www.google.com.br/maps/place/Carla+Otaviano+Advogada+Consumerista/data=!4m7!3m6!1s0x97692d5ac2da5b:0xfff31a88844556f6!8m2!3d-22.872495!4d-42.335468!16s%2Fg%2F11r_qy5r0r!19sChIJW9rCWi1plwAR9lZFhIga8_8?authuser=0&hl=pt-BR&rclk=1","Carla Otaviano Advogada Consumerista","5,0","(31)","Advogado(a) civil","·","Edifício Delfim Carvalho - Av. Brasil, 10, Centro","Aberto","⋅ Fecha às 17:00","·","(22) 98818-2933","https://sites.google.com/view/carla-otaviano-advogada/p%C3%A1gina-inicial","","Website","","Rotas","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Dr+Fernando+Carneiro+-+Advogado+em+Saquarema/data=!4m7!3m6!1s0x24a2e0934b1a660b:0x6a40f5aed210061f!8m2!3d-14.4095262!4d-51.31668!16s%2Fg%2F11y9lbk2tv!19sChIJC2YaS5PgoiQRHwYQ0q71QGo?authuser=0&hl=pt-BR&rclk=1","Dr Fernando Carneiro - Advogado em Saquarema","","","Advogado","","·","Fecha em breve","⋅ 17:00 ⋅ Abre qui. às 09:00","","(22) 99215-4514","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Consultoria+Previdenciaria+Pedro+Carvalho./data=!4m7!3m6!1s0x975dffacccde83:0xf75c48ff00375f9a!8m2!3d-22.894456!4d-42.470414!16s%2Fg%2F11fy4swbj7!19sChIJg97MrP9dlwARml83AP9IXPc?authuser=0&hl=pt-BR&rclk=1","Consultoria Previdenciaria Pedro Carvalho.","4,0","(1)","Despachante","·","Av. Saquarema, 5393 - Loja 21","Aberto","⋅ Fecha às 17:00","·","(22) 2653-2544","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/Renata+Flores+-+Advogada+Trabalhista+e+consultoria+jur%C3%ADdica/data=!4m7!3m6!1s0x9769ceb536ac89:0xb10f8ba7cc1026bd!8m2!3d-22.8754563!4d-42.3403522!16s%2Fg%2F11m6xhn290!19sChIJiaw2tc5plwARvSYQzKeLD7E?authuser=0&hl=pt-BR&rclk=1","Renata Flores - Advogada Trabalhista e consultoria jurídica","5,0","(8)","Advogado","·","Av. Nilo Peçanha, 259 - sala 412","Aberto","⋅ Fecha às 17:00","·","(22) 92017-7690","","","Rotas","","","""Excelente profissional, muito atenciosa e competente.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Seixas+Advogados/data=!4m7!3m6!1s0x975e8c7b5ef4a9:0x836480834af7e57a!8m2!3d-22.9294691!4d-42.4891418!16s%2Fg%2F11bzzx6jlm!19sChIJqfRee4xelwAReuX3SoOAZIM?authuser=0&hl=pt-BR&rclk=1","Seixas Advogados","5,0","(1)","Escritório de advocacia","·","Av. Saquarema, 567 - Loja 56","Aberto","⋅ Fecha às 17:00","·","(22) 2651-0354","https://mayckbraga94.wixsite.com/seixasadvogados","","Website","","Rotas","","",""
"https://www.google.com.br/maps/place/Samuel+Beck+Advogado/data=!4m7!3m6!1s0x99871c50175c73:0x3b8a129b211d40b2!8m2!3d-22.8690314!4d-42.341108!16s%2Fg%2F11q3sdrsg1!19sChIJc1wXUByHmQARskAdIZsSijs?authuser=0&hl=pt-BR&rclk=1","Samuel Beck Advogado","5,0","(3)","Advogado","·","R. Casemiro de Abreu, 128","Aberto","⋅ Fecha às 18:00","","","","","Rotas","","","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Ademario+Gon%C3%A7alves+Advogados+Associados/data=!4m7!3m6!1s0x976922ce727b57:0xd2dc2a42a4f92e19!8m2!3d-22.8765104!4d-42.339833!16s%2Fg%2F11c5rsqfbs!19sChIJV3tyziJplwARGS75pEIq3NI?authuser=0&hl=pt-BR&rclk=1","Ademario Gonçalves Advogados Associados","5,0","(2)","Advogado","·","Av. John Kennedy, 82 - Loja 04","Aberto","⋅ Fecha às 18:00","·","(22) 98821-8666","http://www.xn--ademarioconalves-mpb.adv.br/","","Website","","Rotas","""Profissional excelente , adorei o atendimento e resolveu minha situação""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Lidia+Zaniboni+%26+Advogados+Associados/data=!4m7!3m6!1s0x976970d5010053:0x9d22bee2d0c9a073!8m2!3d-22.8765239!4d-42.3397759!16s%2Fg%2F11y7c49132!19sChIJUwAB1XBplwARc6DJ0OK-Ip0?authuser=0&hl=pt-BR&rclk=1","Lidia Zaniboni & Advogados Associados","5,0","(2)","Advogado","·","sobreloja) Trade Center - Av. John Kennedy, 8 - sala 19","Aberto","⋅ Fecha às 17:00","·","(22) 99744-9858","","","Rotas","","","""Pode confiar pois a pouco tempo tive um excelente resultado em uma causa.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
